No,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
40444,53,management,married,university.degree,no,yes,no,telephone,aug,tue,97,1,999,0,nonexistent,yes
40447,55,admin.,divorced,high.school,no,no,no,cellular,aug,tue,245,1,999,0,nonexistent,yes
40449,58,management,married,university.degree,no,no,no,cellular,aug,tue,412,1,999,0,nonexistent,yes
40450,34,blue-collar,married,basic.9y,no,no,yes,cellular,aug,tue,447,1,999,1,failure,yes
40451,92,retired,married,unknown,no,no,yes,cellular,aug,tue,1064,1,3,1,success,yes
40453,50,admin.,single,university.degree,no,no,no,cellular,aug,tue,372,1,6,2,success,yes
40455,65,retired,married,professional.course,no,yes,no,cellular,aug,tue,261,1,6,3,success,yes
40458,31,admin.,married,university.degree,no,no,no,cellular,aug,tue,164,1,999,0,nonexistent,yes
40459,70,retired,married,basic.4y,no,yes,no,cellular,aug,tue,356,3,6,1,success,yes
40461,31,admin.,married,university.degree,no,no,no,cellular,aug,tue,317,2,999,1,failure,yes
40462,55,admin.,divorced,high.school,no,yes,no,cellular,aug,tue,244,2,6,3,success,yes
40464,43,technician,married,high.school,no,yes,no,cellular,aug,wed,1363,1,999,0,nonexistent,yes
40466,61,admin.,married,university.degree,no,yes,yes,telephone,aug,wed,425,1,6,2,success,yes
40467,26,student,single,high.school,no,yes,no,cellular,aug,wed,233,1,14,1,success,yes
40468,51,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,237,1,6,4,success,yes
40470,92,retired,married,unknown,no,no,yes,cellular,aug,wed,370,1,3,4,success,yes
40471,75,retired,married,basic.4y,no,no,no,cellular,aug,wed,248,2,6,3,success,yes
40473,35,admin.,married,university.degree,no,yes,no,cellular,aug,wed,765,2,6,3,success,yes
40474,66,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,222,3,6,2,success,yes
40476,41,admin.,married,university.degree,no,yes,no,telephone,aug,thu,345,1,9,3,failure,yes
40477,42,technician,married,professional.course,no,no,no,cellular,aug,thu,295,1,6,2,success,yes
40479,67,housemaid,divorced,professional.course,no,no,no,cellular,aug,thu,350,1,6,2,success,yes
40481,52,management,married,university.degree,no,yes,no,cellular,aug,thu,175,3,1,3,success,yes
40482,70,technician,married,unknown,no,no,no,cellular,aug,thu,411,1,999,0,nonexistent,yes
40483,33,admin.,married,university.degree,no,no,no,cellular,aug,thu,361,1,999,0,nonexistent,yes
40484,51,technician,married,professional.course,no,yes,no,cellular,aug,thu,1226,3,999,0,nonexistent,yes
40485,76,retired,married,university.degree,no,yes,no,cellular,aug,thu,504,2,6,3,success,yes
40486,27,admin.,married,university.degree,no,no,no,cellular,aug,thu,312,3,6,1,success,yes
40488,33,admin.,married,university.degree,no,yes,no,cellular,aug,thu,265,1,3,3,success,yes
40491,33,management,married,university.degree,no,no,no,telephone,aug,thu,201,1,6,2,success,yes
40493,42,blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,261,1,6,1,success,yes
40494,25,student,single,high.school,no,yes,yes,telephone,aug,fri,461,1,999,0,nonexistent,yes
40495,48,self-employed,divorced,university.degree,no,no,no,cellular,aug,fri,222,4,999,0,nonexistent,yes
40496,38,entrepreneur,married,university.degree,no,yes,no,cellular,aug,fri,633,1,16,1,success,yes
40497,39,services,single,high.school,no,yes,no,cellular,aug,fri,308,6,999,0,nonexistent,yes
40499,36,services,single,university.degree,no,no,no,cellular,aug,fri,394,6,999,0,nonexistent,yes
40500,30,admin.,single,university.degree,no,no,no,cellular,aug,fri,177,6,6,3,success,yes
40505,42,technician,married,university.degree,no,no,no,cellular,aug,fri,211,3,6,2,success,yes
40507,31,admin.,married,professional.course,no,no,no,cellular,aug,mon,318,2,999,0,nonexistent,yes
40510,31,admin.,single,university.degree,no,yes,no,cellular,aug,mon,239,3,999,0,nonexistent,yes
40511,34,technician,single,basic.9y,no,no,no,cellular,aug,mon,205,3,6,3,success,yes
40514,44,retired,single,high.school,no,no,no,cellular,aug,mon,2035,4,999,0,nonexistent,yes
40515,33,student,married,professional.course,no,yes,no,cellular,aug,mon,265,3,3,4,success,yes
40518,58,self-employed,married,university.degree,no,no,no,cellular,aug,tue,326,4,6,3,success,yes
40543,30,admin.,single,university.degree,no,no,no,cellular,aug,tue,343,1,999,0,nonexistent,yes
40544,19,student,single,high.school,no,unknown,unknown,cellular,aug,tue,1120,1,999,0,nonexistent,yes
40545,33,blue-collar,married,professional.course,no,yes,no,cellular,aug,tue,253,4,999,0,nonexistent,yes
40547,76,retired,divorced,basic.4y,no,no,no,cellular,aug,tue,185,1,999,1,failure,yes
40548,60,retired,married,high.school,no,yes,no,cellular,aug,tue,443,2,999,2,failure,yes
40549,56,retired,married,university.degree,no,no,no,cellular,aug,tue,634,3,999,1,failure,yes
40553,27,admin.,married,university.degree,no,yes,no,cellular,aug,tue,415,5,12,1,success,yes
40554,64,retired,married,professional.course,no,yes,no,cellular,sep,wed,222,2,999,0,nonexistent,yes
40557,69,retired,married,high.school,no,yes,yes,cellular,sep,wed,840,1,6,2,success,yes
40558,33,technician,married,professional.course,no,yes,no,cellular,sep,wed,269,1,999,0,nonexistent,yes
40559,37,admin.,married,university.degree,no,yes,no,cellular,sep,wed,729,1,999,1,failure,yes
40560,24,student,single,unknown,no,yes,no,cellular,sep,wed,300,1,5,1,success,yes
40562,60,admin.,divorced,professional.course,no,yes,no,cellular,sep,wed,481,1,999,1,failure,yes
40564,59,admin.,married,university.degree,no,no,yes,cellular,sep,wed,193,1,3,1,success,yes
40565,45,blue-collar,single,high.school,no,yes,yes,cellular,sep,wed,327,1,999,0,nonexistent,yes
40568,37,admin.,married,university.degree,no,no,no,cellular,sep,wed,265,2,6,2,success,yes
40574,22,student,single,high.school,no,no,no,cellular,sep,wed,369,3,5,1,success,yes
40575,45,management,married,university.degree,no,no,no,cellular,sep,wed,293,2,3,2,success,yes
40576,81,retired,divorced,basic.4y,no,no,no,cellular,sep,wed,532,2,7,1,success,yes
40585,55,management,divorced,university.degree,no,yes,no,cellular,sep,thu,1440,1,999,1,failure,yes
40586,39,management,married,university.degree,no,yes,no,cellular,sep,thu,291,3,999,0,nonexistent,yes
40587,60,retired,married,university.degree,no,no,no,cellular,sep,thu,529,2,6,1,success,yes
40590,47,management,married,university.degree,no,no,no,cellular,sep,thu,362,1,17,2,success,yes
40595,60,retired,married,university.degree,no,no,no,cellular,sep,thu,799,2,999,0,nonexistent,yes
40596,32,services,single,university.degree,no,yes,no,cellular,sep,thu,404,1,6,3,success,yes
40597,32,admin.,single,university.degree,no,yes,no,cellular,sep,thu,150,2,10,3,success,yes
40599,43,unemployed,married,basic.9y,no,no,no,cellular,sep,fri,270,2,9,1,success,yes
40602,57,management,married,university.degree,no,no,no,cellular,sep,fri,277,2,6,2,success,yes
40605,31,admin.,single,high.school,no,no,no,cellular,sep,fri,252,2,3,2,success,yes
40611,30,admin.,single,high.school,no,no,no,cellular,sep,fri,219,3,6,1,success,yes
40613,51,technician,married,professional.course,no,yes,no,cellular,sep,mon,841,2,999,2,failure,yes
40617,22,admin.,single,university.degree,no,yes,no,cellular,sep,mon,194,2,999,3,failure,yes
40618,33,admin.,married,university.degree,no,no,no,cellular,sep,mon,369,3,999,0,nonexistent,yes
40620,43,entrepreneur,married,university.degree,no,no,no,cellular,sep,mon,255,1,3,1,success,yes
40627,35,admin.,married,high.school,no,no,no,cellular,sep,mon,415,1,999,2,failure,yes
40628,32,admin.,married,high.school,no,unknown,unknown,cellular,sep,mon,908,1,6,4,success,yes
40629,34,admin.,married,university.degree,no,no,yes,cellular,sep,mon,250,3,999,0,nonexistent,yes
40639,85,retired,married,basic.4y,no,no,no,cellular,sep,tue,728,1,3,2,success,yes
40640,89,retired,divorced,basic.4y,no,yes,no,cellular,sep,tue,314,1,999,0,nonexistent,yes
40643,66,retired,married,unknown,no,yes,no,cellular,sep,tue,1394,2,6,1,success,yes
40644,26,admin.,single,university.degree,no,yes,no,cellular,sep,tue,386,3,6,3,success,yes
40645,36,management,divorced,university.degree,no,no,no,cellular,sep,tue,190,3,6,1,success,yes
40646,36,management,divorced,university.degree,no,yes,no,cellular,sep,tue,337,1,6,1,success,yes
40649,26,admin.,single,university.degree,no,yes,no,cellular,sep,tue,201,1,999,0,nonexistent,yes
40652,86,retired,married,basic.4y,no,yes,no,cellular,sep,tue,288,3,999,0,nonexistent,yes
40653,42,admin.,single,high.school,no,no,no,cellular,sep,wed,638,1,14,1,success,yes
40654,44,management,married,university.degree,no,no,no,cellular,sep,wed,210,1,3,3,success,yes
40657,67,unknown,divorced,unknown,unknown,yes,no,cellular,sep,wed,220,2,6,2,success,yes
40660,46,services,married,university.degree,no,yes,no,cellular,sep,wed,630,1,999,0,nonexistent,yes
40661,32,blue-collar,married,basic.4y,no,no,no,cellular,sep,wed,830,2,999,0,nonexistent,yes
40662,31,student,single,unknown,no,unknown,unknown,cellular,sep,wed,708,2,6,2,success,yes
40664,28,management,single,university.degree,no,yes,no,cellular,sep,wed,358,3,6,1,success,yes
40665,32,blue-collar,married,basic.4y,no,no,no,telephone,sep,wed,606,3,3,4,success,yes
40666,45,unemployed,married,high.school,no,no,no,cellular,sep,wed,1081,2,999,0,nonexistent,yes
40669,38,technician,single,professional.course,no,yes,no,cellular,sep,thu,284,3,22,1,success,yes
40671,29,admin.,single,high.school,no,yes,no,cellular,sep,thu,216,1,6,2,success,yes
40672,60,admin.,married,professional.course,no,yes,yes,cellular,sep,thu,261,1,6,1,success,yes
40673,45,unemployed,married,professional.course,unknown,no,no,telephone,sep,thu,1405,1,6,2,failure,yes
40674,45,unemployed,married,professional.course,unknown,no,no,cellular,sep,thu,679,1,999,0,nonexistent,yes
40675,27,technician,single,university.degree,no,yes,no,cellular,sep,thu,404,1,6,1,success,yes
40676,27,technician,single,university.degree,no,yes,no,cellular,sep,thu,530,1,3,1,success,yes
40677,38,technician,single,professional.course,no,no,no,cellular,sep,thu,430,4,999,0,nonexistent,yes
40678,33,admin.,married,high.school,no,yes,no,cellular,sep,thu,202,1,999,0,nonexistent,yes
40680,37,admin.,single,university.degree,no,no,no,cellular,sep,thu,209,1,3,4,success,yes
40683,26,technician,single,basic.9y,no,yes,no,cellular,sep,thu,305,1,999,1,failure,yes
40684,34,admin.,single,high.school,no,no,no,cellular,sep,thu,204,1,12,1,success,yes
40685,27,admin.,single,university.degree,no,no,no,cellular,sep,thu,167,3,3,1,success,yes
40686,38,technician,single,professional.course,no,yes,no,cellular,sep,thu,386,2,6,1,success,yes
40687,83,retired,divorced,basic.4y,no,no,no,cellular,sep,thu,268,1,9,3,success,yes
40689,24,technician,single,professional.course,no,yes,no,cellular,sep,fri,1042,5,999,3,failure,yes
40691,64,retired,divorced,basic.4y,no,yes,yes,telephone,sep,fri,211,2,6,2,success,yes
40692,29,technician,single,professional.course,no,unknown,unknown,cellular,sep,fri,255,1,3,2,success,yes
40693,38,services,single,high.school,no,no,no,cellular,sep,fri,256,2,999,0,nonexistent,yes
40700,23,student,single,basic.9y,no,yes,yes,cellular,sep,mon,218,3,6,2,success,yes
40702,29,technician,single,professional.course,no,no,no,cellular,sep,mon,273,3,999,2,failure,yes
40704,71,retired,married,high.school,no,no,no,cellular,sep,mon,363,1,999,0,nonexistent,yes
40710,57,admin.,divorced,high.school,no,no,no,cellular,sep,tue,473,1,3,5,success,yes
40715,84,retired,divorced,unknown,unknown,no,no,cellular,sep,tue,333,1,3,2,success,yes
40716,39,management,married,university.degree,no,yes,yes,cellular,sep,tue,358,2,999,0,nonexistent,yes
40717,82,housemaid,married,basic.4y,no,no,no,telephone,sep,tue,279,3,3,2,success,yes
40718,30,technician,single,professional.course,no,no,no,cellular,sep,tue,221,2,999,1,failure,yes
40719,86,retired,married,unknown,unknown,yes,yes,cellular,sep,tue,211,1,7,4,success,yes
40721,34,admin.,married,professional.course,no,yes,yes,cellular,sep,tue,409,1,999,1,failure,yes
40722,34,admin.,married,professional.course,no,no,no,cellular,sep,tue,230,1,3,3,success,yes
40723,31,admin.,single,university.degree,no,yes,yes,cellular,sep,tue,194,1,999,0,nonexistent,yes
40724,53,management,divorced,university.degree,no,no,no,cellular,sep,tue,404,2,3,2,success,yes
40726,30,technician,single,professional.course,no,unknown,unknown,telephone,sep,tue,808,1,12,2,failure,yes
40728,86,retired,married,unknown,unknown,yes,no,cellular,sep,tue,340,1,999,0,nonexistent,yes
40729,24,student,single,high.school,no,yes,yes,cellular,sep,wed,251,2,6,2,success,yes
40730,52,admin.,married,professional.course,no,no,yes,cellular,sep,wed,506,3,999,0,nonexistent,yes
40731,60,retired,married,high.school,no,no,no,cellular,sep,wed,1640,1,999,0,nonexistent,yes
40732,19,student,single,basic.4y,no,yes,no,cellular,sep,wed,396,2,6,3,success,yes
40733,36,management,married,university.degree,no,unknown,unknown,cellular,sep,wed,331,1,6,4,failure,yes
40735,23,student,single,professional.course,no,yes,no,cellular,sep,wed,316,1,8,2,success,yes
40736,60,retired,married,high.school,no,no,no,cellular,sep,wed,200,1,6,1,success,yes
40737,52,admin.,married,professional.course,no,no,no,cellular,sep,wed,953,2,999,0,nonexistent,yes
40739,39,entrepreneur,married,professional.course,no,no,no,telephone,sep,wed,511,3,6,1,success,yes
40741,33,technician,married,university.degree,no,no,no,cellular,sep,wed,216,1,999,0,nonexistent,yes
40742,23,student,single,professional.course,no,no,no,cellular,sep,wed,213,2,15,1,success,yes
40745,19,student,single,basic.6y,no,yes,no,cellular,sep,thu,161,2,6,4,success,yes
40747,37,admin.,married,university.degree,no,no,yes,cellular,sep,thu,173,1,999,0,nonexistent,yes
40748,36,unemployed,single,high.school,no,yes,no,cellular,sep,thu,225,1,3,1,success,yes
40749,82,retired,divorced,basic.4y,no,yes,no,cellular,sep,thu,143,2,999,1,failure,yes
40750,25,student,single,high.school,no,yes,no,cellular,sep,thu,574,3,999,0,nonexistent,yes
40752,31,admin.,married,university.degree,no,yes,no,cellular,sep,thu,193,1,999,0,nonexistent,yes
40753,33,technician,single,university.degree,no,yes,no,cellular,sep,thu,463,1,999,0,nonexistent,yes
40754,23,admin.,single,university.degree,no,no,no,cellular,sep,thu,270,3,999,1,failure,yes
40755,24,admin.,single,university.degree,no,no,no,cellular,sep,thu,303,1,999,1,failure,yes
40756,56,admin.,married,basic.9y,no,yes,yes,cellular,sep,thu,319,1,999,0,nonexistent,yes
40757,77,retired,married,basic.4y,no,yes,no,cellular,sep,thu,190,1,999,0,nonexistent,yes
40759,33,technician,married,unknown,no,yes,yes,cellular,sep,thu,414,1,9,3,failure,yes
40760,19,student,single,basic.6y,no,yes,yes,cellular,sep,thu,452,5,13,1,success,yes
40763,23,student,single,basic.9y,no,yes,no,cellular,sep,thu,954,1,999,0,nonexistent,yes
40764,30,technician,single,university.degree,no,no,no,cellular,sep,thu,327,2,999,0,nonexistent,yes
40765,36,technician,married,university.degree,no,unknown,unknown,cellular,sep,thu,1334,2,999,0,nonexistent,yes
40767,34,technician,single,university.degree,no,yes,no,cellular,sep,fri,294,4,10,3,success,yes
40768,34,technician,single,university.degree,no,no,no,cellular,sep,fri,285,3,999,1,failure,yes
40769,26,technician,single,university.degree,no,no,no,cellular,sep,fri,374,1,999,0,nonexistent,yes
40770,41,management,divorced,university.degree,no,no,no,cellular,sep,fri,164,5,3,3,success,yes
40771,36,technician,married,university.degree,no,yes,no,cellular,sep,fri,328,1,999,1,failure,yes
40772,26,technician,single,university.degree,no,yes,no,cellular,sep,fri,284,3,999,1,failure,yes
40774,34,technician,single,university.degree,no,no,yes,telephone,sep,fri,231,1,999,0,nonexistent,yes
40775,31,services,single,high.school,no,yes,no,cellular,sep,fri,336,2,6,1,success,yes
40776,25,student,single,high.school,no,no,no,telephone,sep,mon,185,1,999,0,nonexistent,yes
40780,38,blue-collar,single,high.school,no,yes,no,cellular,sep,wed,263,1,6,3,success,yes
40781,41,unemployed,married,high.school,no,yes,yes,cellular,sep,wed,175,1,6,1,success,yes
40782,33,admin.,married,university.degree,no,no,no,cellular,sep,wed,208,2,999,0,nonexistent,yes
40783,33,admin.,married,university.degree,no,no,yes,cellular,sep,wed,397,1,999,2,failure,yes
40784,33,technician,married,professional.course,no,no,no,cellular,sep,wed,569,1,999,0,nonexistent,yes
40785,32,technician,married,basic.9y,no,yes,no,cellular,sep,wed,155,1,6,1,success,yes
40786,32,technician,married,basic.9y,no,no,no,cellular,sep,wed,183,1,6,5,success,yes
40787,41,unemployed,married,high.school,no,no,no,cellular,sep,wed,182,1,6,3,success,yes
40788,33,admin.,married,university.degree,no,yes,yes,telephone,sep,wed,396,2,999,0,nonexistent,yes
40793,28,blue-collar,single,university.degree,no,unknown,unknown,cellular,sep,thu,744,1,999,0,nonexistent,yes
40798,58,admin.,married,high.school,no,no,no,cellular,sep,thu,337,1,6,1,success,yes
40799,42,admin.,single,high.school,no,no,no,cellular,sep,thu,209,1,999,0,nonexistent,yes
40800,23,student,single,high.school,no,no,yes,cellular,sep,thu,409,2,3,2,success,yes
40802,53,technician,married,university.degree,no,no,no,cellular,sep,thu,156,2,999,0,nonexistent,yes
40804,31,technician,married,university.degree,no,no,no,cellular,sep,thu,244,1,3,1,success,yes
40806,33,admin.,married,university.degree,no,yes,no,cellular,sep,thu,272,2,999,0,nonexistent,yes
40814,58,admin.,married,university.degree,no,no,no,cellular,sep,thu,272,4,6,1,success,yes
40817,30,technician,single,university.degree,no,yes,no,cellular,sep,fri,173,2,15,4,failure,yes
40820,31,admin.,married,university.degree,no,yes,no,cellular,sep,fri,232,2,13,1,success,yes
40821,33,unemployed,single,unknown,no,yes,no,cellular,sep,fri,224,2,999,1,failure,yes
40823,26,technician,single,professional.course,no,yes,no,cellular,sep,fri,249,1,3,3,success,yes
40824,33,technician,single,professional.course,no,yes,no,cellular,sep,fri,395,1,999,0,nonexistent,yes
40825,25,student,single,unknown,no,no,no,cellular,sep,fri,732,1,999,0,nonexistent,yes
40829,31,admin.,single,high.school,no,no,no,cellular,sep,mon,262,5,6,3,success,yes
40831,48,services,married,basic.6y,no,no,no,cellular,sep,mon,188,2,999,0,nonexistent,yes
40839,32,admin.,married,high.school,no,yes,no,cellular,sep,mon,1298,1,999,0,nonexistent,yes
40840,48,unemployed,married,professional.course,no,yes,no,cellular,sep,mon,315,2,999,0,nonexistent,yes
40845,30,student,single,professional.course,no,yes,no,cellular,sep,tue,282,2,6,1,success,yes
40846,29,admin.,single,university.degree,no,no,no,cellular,sep,tue,600,2,3,3,success,yes
40852,42,management,married,university.degree,no,yes,no,cellular,sep,wed,232,1,3,2,success,yes
40853,34,admin.,married,university.degree,no,no,yes,cellular,sep,wed,245,3,999,0,nonexistent,yes
40855,42,admin.,divorced,university.degree,no,no,no,cellular,sep,wed,678,1,16,1,success,yes
40856,41,admin.,married,unknown,no,no,no,cellular,sep,wed,845,1,7,3,success,yes
40867,32,technician,married,professional.course,no,no,no,cellular,oct,wed,311,1,3,1,success,yes
40868,32,technician,married,professional.course,no,no,no,cellular,oct,wed,486,1,999,0,nonexistent,yes
40869,26,technician,single,university.degree,no,no,no,cellular,oct,wed,649,1,999,0,nonexistent,yes
40870,26,blue-collar,single,basic.6y,no,no,no,cellular,oct,wed,808,1,999,0,nonexistent,yes
40871,35,technician,married,professional.course,no,yes,yes,cellular,oct,wed,608,1,9,2,failure,yes
40873,32,technician,married,professional.course,no,yes,no,cellular,oct,wed,275,2,999,0,nonexistent,yes
40875,41,technician,married,professional.course,no,no,no,cellular,oct,wed,391,2,27,1,success,yes
40876,57,admin.,married,university.degree,no,unknown,unknown,cellular,oct,wed,229,2,3,2,success,yes
40878,22,self-employed,single,professional.course,no,yes,no,cellular,oct,wed,218,1,999,0,nonexistent,yes
40881,28,admin.,single,high.school,no,no,no,cellular,oct,wed,1246,2,999,0,nonexistent,yes
40885,51,admin.,married,university.degree,no,yes,yes,cellular,oct,thu,236,3,3,1,success,yes
,,,,,,,,,,,,,,,,
77,55,technician,married,university.degree,no,no,no,telephone,may,mon,349,1,999,0,nonexistent,no
78,33,services,married,high.school,unknown,yes,no,telephone,may,mon,337,2,999,0,nonexistent,no
79,55,management,married,unknown,unknown,yes,no,telephone,may,mon,272,1,999,0,nonexistent,no
80,42,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,208,1,999,0,nonexistent,no
81,50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,193,1,999,0,nonexistent,no
82,51,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,mon,212,1,999,0,nonexistent,no
83,38,admin.,married,high.school,unknown,no,no,telephone,may,mon,165,2,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
85,38,technician,single,university.degree,no,no,yes,telephone,may,mon,20,1,999,0,nonexistent,no
86,31,admin.,divorced,high.school,no,no,no,telephone,may,mon,246,1,999,0,nonexistent,no
87,41,management,married,basic.6y,no,no,no,telephone,may,mon,529,2,999,0,nonexistent,no
88,39,admin.,married,university.degree,no,yes,yes,telephone,may,mon,192,1,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
90,34,admin.,married,high.school,no,yes,no,telephone,may,mon,188,2,999,0,nonexistent,no
91,35,admin.,married,university.degree,no,yes,no,telephone,may,mon,180,2,999,0,nonexistent,no
92,57,unknown,married,unknown,unknown,yes,no,telephone,may,mon,48,1,999,0,nonexistent,no
93,60,admin.,married,unknown,unknown,no,yes,telephone,may,mon,213,2,999,0,nonexistent,no
94,33,unemployed,married,basic.9y,no,no,no,telephone,may,mon,545,1,999,0,nonexistent,no
95,42,blue-collar,married,basic.6y,no,no,yes,telephone,may,mon,583,1,999,0,nonexistent,no
96,45,services,married,professional.course,no,yes,no,telephone,may,mon,221,1,999,0,nonexistent,no
97,42,management,married,university.degree,no,no,no,telephone,may,mon,426,1,999,0,nonexistent,no
98,53,admin.,divorced,university.degree,unknown,no,no,telephone,may,mon,287,1,999,0,nonexistent,no
99,37,technician,single,professional.course,no,no,no,telephone,may,mon,197,1,999,0,nonexistent,no
100,44,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,257,1,999,0,nonexistent,no
101,54,services,married,unknown,no,yes,no,telephone,may,mon,229,1,999,0,nonexistent,no
102,49,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,55,3,999,0,nonexistent,no
103,54,services,married,unknown,no,no,no,telephone,may,mon,400,1,999,0,nonexistent,no
104,52,admin.,divorced,university.degree,no,no,no,telephone,may,mon,197,1,999,0,nonexistent,no
105,52,admin.,divorced,university.degree,no,no,no,telephone,may,mon,190,1,999,0,nonexistent,no
106,43,services,single,high.school,unknown,no,no,telephone,may,mon,21,1,999,0,nonexistent,no
107,34,housemaid,married,basic.6y,no,yes,no,telephone,may,mon,300,2,999,0,nonexistent,no
108,35,admin.,married,high.school,no,yes,no,telephone,may,mon,123,2,999,0,nonexistent,no
109,42,entrepreneur,married,unknown,unknown,yes,no,telephone,may,mon,293,1,999,0,nonexistent,no
110,43,technician,married,unknown,unknown,yes,yes,telephone,may,mon,325,1,999,0,nonexistent,no
111,60,retired,divorced,university.degree,unknown,no,no,telephone,may,mon,514,1,999,0,nonexistent,no
112,58,unemployed,married,basic.4y,unknown,no,no,telephone,may,mon,849,2,999,0,nonexistent,no
113,35,services,divorced,high.school,no,yes,no,telephone,may,mon,194,1,999,0,nonexistent,no
114,55,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,212,2,999,0,nonexistent,no
115,37,management,married,university.degree,no,no,no,telephone,may,mon,337,2,999,0,nonexistent,no
116,36,blue-collar,married,high.school,no,no,no,telephone,may,mon,286,1,999,0,nonexistent,no
117,52,admin.,divorced,university.degree,no,no,no,telephone,may,mon,247,2,999,0,nonexistent,no
118,57,blue-collar,divorced,unknown,unknown,yes,no,telephone,may,mon,518,1,999,0,nonexistent,no
119,56,admin.,married,unknown,no,yes,no,telephone,may,mon,364,1,999,0,nonexistent,no
120,48,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,mon,178,1,999,0,nonexistent,no
121,40,blue-collar,married,high.school,unknown,yes,no,telephone,may,mon,98,1,999,0,nonexistent,no
122,49,blue-collar,divorced,high.school,no,no,no,telephone,may,mon,439,1,999,0,nonexistent,no
123,41,services,married,high.school,no,no,no,telephone,may,mon,139,1,999,0,nonexistent,no
124,45,technician,married,high.school,no,yes,no,telephone,may,mon,79,1,999,0,nonexistent,no
125,32,admin.,married,university.degree,no,yes,yes,telephone,may,mon,175,1,999,0,nonexistent,no
126,42,admin.,married,university.degree,no,no,yes,telephone,may,mon,262,2,999,0,nonexistent,no
127,50,admin.,married,basic.6y,no,no,no,telephone,may,mon,61,1,999,0,nonexistent,no
128,31,technician,divorced,professional.course,no,yes,yes,telephone,may,mon,78,1,999,0,nonexistent,no
129,56,retired,married,basic.4y,no,yes,no,telephone,may,mon,102,2,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
131,37,blue-collar,married,basic.6y,no,yes,yes,telephone,may,mon,143,1,999,0,nonexistent,no
132,41,technician,married,professional.course,unknown,no,no,telephone,may,mon,677,1,999,0,nonexistent,no
133,35,blue-collar,married,unknown,no,yes,no,telephone,may,mon,267,1,999,0,nonexistent,no
134,37,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,345,1,999,0,nonexistent,no
135,52,management,married,university.degree,no,no,no,telephone,may,mon,185,1,999,0,nonexistent,no
136,39,management,divorced,university.degree,no,no,no,telephone,may,mon,207,1,999,0,nonexistent,no
137,39,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon,69,2,999,0,nonexistent,no
138,56,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,100,2,999,0,nonexistent,no
139,34,services,married,high.school,no,yes,no,telephone,may,mon,125,2,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
141,43,unemployed,single,university.degree,no,yes,no,telephone,may,mon,240,1,999,0,nonexistent,no
142,56,management,married,unknown,no,yes,no,telephone,may,mon,70,1,999,0,nonexistent,no
143,39,management,married,university.degree,no,yes,no,telephone,may,mon,193,1,999,0,nonexistent,no
144,53,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,136,1,999,0,nonexistent,no
145,38,unknown,divorced,high.school,unknown,yes,no,telephone,may,mon,73,1,999,0,nonexistent,no
146,42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,528,1,999,0,nonexistent,no
147,42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,541,1,999,0,nonexistent,no
148,35,admin.,single,high.school,no,yes,no,telephone,may,mon,338,1,999,0,nonexistent,no
149,40,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,163,1,999,0,nonexistent,no
150,51,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,87,1,999,0,nonexistent,no
151,60,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,301,1,999,0,nonexistent,no
152,56,entrepreneur,married,unknown,unknown,yes,no,telephone,may,mon,46,1,999,0,nonexistent,no
153,39,services,divorced,high.school,unknown,yes,no,telephone,may,mon,52,1,999,0,nonexistent,no
154,56,entrepreneur,married,unknown,unknown,no,no,telephone,may,mon,204,1,999,0,nonexistent,no
155,40,blue-collar,married,unknown,no,yes,yes,telephone,may,mon,155,1,999,0,nonexistent,no
156,36,blue-collar,married,basic.9y,no,yes,yes,telephone,may,mon,98,1,999,0,nonexistent,no
157,51,blue-collar,married,unknown,unknown,yes,no,telephone,may,mon,71,1,999,0,nonexistent,no
158,51,blue-collar,married,unknown,unknown,no,no,telephone,may,mon,243,1,999,0,nonexistent,no
159,43,technician,single,professional.course,no,yes,no,telephone,may,mon,186,2,999,0,nonexistent,no
160,59,services,married,high.school,no,no,no,telephone,may,mon,579,2,999,0,nonexistent,no
161,24,management,single,university.degree,no,yes,no,telephone,may,mon,165,2,999,0,nonexistent,no
